Invoice_Line,Related_Doc,Code,Charge_Name,Charge_Type,Description,Amount,Mileage,Family,SKUs,TV_Size,TV_Qty,Status,Strategy,Expected,Diff,Contract_Ref,Note
342,7322354871,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,110.18,68.03,tvs,"QN65QN1EFAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,110.18,-0.0,12th Amd (Pg 3): TV Threshold 50-75 Miles @ $108.02,Size: 65-inch | Calc: 1 Unit: $108.02 * 1.02 (GRI) = $110.18
343,7324462263,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,14.66,"refrigerators, washers, dryers","HA-INST-BESPOKE00, WF90F53ADYA5, HA-INST-DRY0E, DV90F53AEYA3, HA-INST-WAS00, RF90F23AEWAA, DM_HA_STANDARD",,,UNDERCHARGED (FSA),,13.22,-2.39,,Expected 12.4% of ($106.65 (Appliance Base)) = $13.22
344,7324462263,1305771,Installation Fee,installation,White Glove,44.27,14.66,"refrigerators, washers, dryers","HA-INST-BESPOKE00, WF90F53ADYA5, HA-INST-DRY0E, DV90F53AEYA3, HA-INST-WAS00, RF90F23AEWAA, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,44.27,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 3),Calc: $39 * 1.135 (GRI) = $44.27
345,7324462263,1002770,Truck Freight Charge,freight,Last Mile (Delivery),106.65,14.66,"refrigerators, washers, dryers","HA-INST-BESPOKE00, WF90F53ADYA5, HA-INST-DRY0E, DV90F53AEYA3, HA-INST-WAS00, RF90F23AEWAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,106.65,0.0,XPO 2017 (Pg 22): Appliance Delivery 2 Unit(s) @ $94.0 Base,Calc: $94.0 * 1.13455 (Hist. GRI) = $106.65
346,7325340824,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,144.03,"all-in-one-washer-dryer-combo, refrigerators, dishwashers, washers","DM_HA_STANDARD, HA-INST-WAS00, WD90F53AVBUS, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-BESPOKE00",,,UNDERCHARGED (FSA),,13.22,-2.39,,Expected 12.4% of ($106.65 (Appliance Base)) = $13.22
347,7325340824,1305771,Installation Fee,installation,White Glove,44.27,144.03,"all-in-one-washer-dryer-combo, refrigerators, dishwashers, washers","DM_HA_STANDARD, HA-INST-WAS00, WD90F53AVBUS, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-BESPOKE00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,44.27,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 3),Calc: $39 * 1.135 (GRI) = $44.27
348,7325340824,1002770,Truck Freight Charge,freight,Last Mile (Delivery),106.65,144.03,"all-in-one-washer-dryer-combo, refrigerators, dishwashers, washers","DM_HA_STANDARD, HA-INST-WAS00, WD90F53AVBUS, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-BESPOKE00",,,MATCH (Appliance Delivery),Appliance_Del_2017,106.65,0.0,XPO 2017 (Pg 22): Appliance Delivery 2 Unit(s) @ $94.0 Base,Calc: $94.0 * 1.13455 (Hist. GRI) = $106.65
349,7325340824,1002771,Truck Freight Charge,freight,Last Mile Surcharge,137.31,144.03,"all-in-one-washer-dryer-combo, refrigerators, dishwashers, washers","DM_HA_STANDARD, HA-INST-WAS00, WD90F53AVBUS, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-BESPOKE00",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,138.06,-0.75,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (144.03 - 75) mi * $2.0 = $138.06
350,7323882838,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,21.33,"all-in-one-washer-dryer-combo, home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
351,7323882838,1305771,Installation Fee,installation,White Glove,17.03,21.33,"all-in-one-washer-dryer-combo, home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
352,7323882838,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,21.33,"all-in-one-washer-dryer-combo, home-appliances-accessories, washers, refrigerators","HA-HAUL-AWY, HA-INST-WAS00, WD90F53AVBUS, WE702NB/US, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
353,7325573643,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,17.41,"refrigerators, washers, dryers","DM_HA_STANDARD, HA-HAUL-AWY, HA-INST-WAS00, WA51DG5505AWUS, DVE55A7300E/A3",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
354,7325573643,1305771,Installation Fee,installation,White Glove,30.65,17.41,"refrigerators, washers, dryers","DM_HA_STANDARD, HA-HAUL-AWY, HA-INST-WAS00, WA51DG5505AWUS, DVE55A7300E/A3",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
355,7325573643,1305780,Unknown,Unknown,Unknown,20.42,17.41,"refrigerators, washers, dryers","DM_HA_STANDARD, HA-HAUL-AWY, HA-INST-WAS00, WA51DG5505AWUS, DVE55A7300E/A3",,,SKIPPED,,0.0,0.0,,
356,7325573643,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,17.41,"refrigerators, washers, dryers","DM_HA_STANDARD, HA-HAUL-AWY, HA-INST-WAS00, WA51DG5505AWUS, DVE55A7300E/A3",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
357,7325573644,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,10.01,refrigerators,"RF29DB960012AA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
358,7325573644,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,10.01,refrigerators,"RF29DB960012AA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
359,7324655151,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,11.49,14.48,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,11.49,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($92.67) = $11.49
360,7324655151,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,92.67,14.48,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,92.67,0.0,12th Amd (Pg 3): TV Threshold 0-25 Miles @ $90.85,Size: 75-inch | Calc: 1 Unit: $90.85 * 1.02 (GRI) = $92.67
361,7325449393,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,69.64,"home-appliances-accessories, microwaves, refrigerators, ranges","RF29BB8600APAA, ME21DG6500MTAA, RA-F36DB4MT/AA, RA-F18DU4MT/AA, RA-F36DMMMT/AA, NSE6DG8502MTAA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
362,7325449393,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,69.64,"home-appliances-accessories, microwaves, refrigerators, ranges","RF29BB8600APAA, ME21DG6500MTAA, RA-F36DB4MT/AA, RA-F18DU4MT/AA, RA-F36DMMMT/AA, NSE6DG8502MTAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
363,7324655157,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.27,147.34,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.27,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($155.43) = $19.27
364,7324655157,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,155.43,147.34,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,155.43,0.0,12th Amd (Pg 3): TV Threshold 125-150 Miles @ $152.38,Size: 75-inch | Calc: 1 Unit: $152.38 * 1.02 (GRI) = $155.43
365,7325769255,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,25.93,64.97,"television-home-theater-accessories, tvs","WMN8000SXT/ZA, L-INST/A1-EQ55, QN100QN80FFXZA, DM_CE_STANDARD_LARGE",100-inch,1,MATCH (FSA),FSA_12thAmd_Table,25.93,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($112.2 + $96.9) = $25.93
366,7325769255,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,112.2,64.97,"television-home-theater-accessories, tvs","WMN8000SXT/ZA, L-INST/A1-EQ55, QN100QN80FFXZA, DM_CE_STANDARD_LARGE",100-inch,1,MATCH (Wall Mount),Wall_Mount_12thAmd,112.2,0.0,12th Amd (Pg 3): Wall Mount Delivery @ $110.0,SKU: L-INST/EQ55 | Calc: $110.0 * 1.02 (GRI) = $112.2
367,7325769255,1305900,Installation Fee,installation,Standard Tv Delivery Plus Wall Mount- Unconcealed,96.9,64.97,"television-home-theater-accessories, tvs","WMN8000SXT/ZA, L-INST/A1-EQ55, QN100QN80FFXZA, DM_CE_STANDARD_LARGE",100-inch,1,MATCH (Wall Mount Install),WM_Install_12thAmd,96.9,0.0,12th Amd (Pg 3): Wall Mount Install @ $95.0,Code 1305900 | Calc: $95.0 * 1.02 (GRI) = $96.9
368,7325769255,1305805,Installation Fee,installation,Additional Labor Daily (3-Man Truck),157.0,64.97,"television-home-theater-accessories, tvs","WMN8000SXT/ZA, L-INST/A1-EQ55, QN100QN80FFXZA, DM_CE_STANDARD_LARGE",100-inch,1,MATCH (Accessorial),14thAmd_3rdMan,157.0,0.0,14th Amd (Sec e): 3rd Man @ $157.0,Size: 100-inch | Calc: Flat Rate $157.0
369,7324859916,1305792,Installation Fee,installation,Not Home,87.36,19.41,"refrigerators, washers","WH46DBH100EWA3, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (Not Home / Attempt),NotHome_Universal,87.36,-0.0,Universal Attempt Fee (Base $77.0),Calc: $77.0 * 1.13455 (GRI) = $87.36
370,7324655161,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,36.9,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
371,7324655161,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,36.9,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 75-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
372,7324655167,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,16.19,34.77,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,SKIPPED,,0.0,0.0,,
373,7324655167,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,130.6,34.77,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,DISCREPANCY,,100.0,30.6,$98.04 + 2% GRI,
374,7322636428,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,172.39,refrigerators,"RF23BB860012AA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
375,7322636428,1305771,Installation Fee,installation,White Glove,17.03,172.39,refrigerators,"RF23BB860012AA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
376,7322636428,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,172.39,refrigerators,"RF23BB860012AA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
377,7322636428,1002771,Truck Freight Charge,freight,Last Mile Surcharge,193.03,172.39,refrigerators,"RF23BB860012AA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,194.78,-1.75,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (172.39 - 75) mi * $2.0 = $194.78
378,7325573667,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,45.79,"all-in-one-washer-dryer-combo, refrigerators","WD90F53AVBUS, RZ11M7074SA/AA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
379,7325573667,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,45.79,"all-in-one-washer-dryer-combo, refrigerators","WD90F53AVBUS, RZ11M7074SA/AA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
380,7325267730,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.82,174.59,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.82,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($159.81) = $19.82
381,7325267730,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,159.81,174.59,tvs,"DM_CE_STANDARD_LARGE, QN75QN1EFAFXZA",75-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,159.81,-0.0,12th Amd (Pg 3): TV Threshold 150-175 Miles @ $156.68,Size: 75-inch | Calc: 1 Unit: $156.68 * 1.02 (GRI) = $159.81
382,7325340793,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,124.44,refrigerators,"RF29DB960012AA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
383,7325340793,1305771,Installation Fee,installation,White Glove,17.03,124.44,refrigerators,"RF29DB960012AA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
384,7325340793,1305780,Unknown,Unknown,Unknown,20.42,124.44,refrigerators,"RF29DB960012AA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
385,7325340793,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,124.44,refrigerators,"RF29DB960012AA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
386,7325340793,1002771,Truck Freight Charge,freight,Last Mile Surcharge,97.51,124.44,refrigerators,"RF29DB960012AA, HA-INST-BESPOKE00, HA-HAUL-AWY, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,98.88,-1.37,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (124.44 - 75) mi * $2.0 = $98.88
387,7325340822,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,150.78,"refrigerators, dishwashers","RF90F29AECEAA, DW90F89P0USRAA, DM_HA_STANDARD",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
388,7325340822,1305775,Installation Fee,installation,Complex Install (Costco - $99),112.33,150.78,"refrigerators, dishwashers","RF90F29AECEAA, DW90F89P0USRAA, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
389,7325340822,1305771,Installation Fee,installation,White Glove,30.65,150.78,"refrigerators, dishwashers","RF90F29AECEAA, DW90F89P0USRAA, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
390,7325340822,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,150.78,"refrigerators, dishwashers","RF90F29AECEAA, DW90F89P0USRAA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
391,7325340822,1002771,Truck Freight Charge,freight,Last Mile Surcharge,151.24,150.78,"refrigerators, dishwashers","RF90F29AECEAA, DW90F89P0USRAA, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,151.56,-0.32,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (150.78 - 75) mi * $2.0 = $151.56
392,7324723176,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,6.16,"ranges, all-in-one-washer-dryer-combo, refrigerators, dishwashers","DW80BB707012AA, RF30BB660012AA, WD90F53AVBUS, NSG6DB830012AA, DM_HA_STANDARD",,,UNDERCHARGED (FSA),,15.62,-4.79,,Expected 12.4% of ($125.94 (Appliance Base)) = $15.62
393,7324723176,1002770,Truck Freight Charge,freight,Last Mile (Delivery),125.94,6.16,"ranges, all-in-one-washer-dryer-combo, refrigerators, dishwashers","DW80BB707012AA, RF30BB660012AA, WD90F53AVBUS, NSG6DB830012AA, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,125.94,0.0,XPO 2017 (Pg 22): Appliance Delivery 3 Unit(s) @ $111.0 Base,Calc: $111.0 * 1.13455 (Hist. GRI) = $125.94
394,7325701088,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,19.06,116.22,tvs,"DM_CE_WHITEGLOVE_LARGE_PAID, QN65LS03FWFXZA",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,19.06,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($24.48 + $129.2) = $19.06
395,7325701088,1305771,Installation Fee,installation,White Glove,24.48,116.22,tvs,"DM_CE_WHITEGLOVE_LARGE_PAID, QN65LS03FWFXZA",65-inch,1,MATCH (White Glove),TV_WhiteGlove_12thAmd,24.48,0.0,12th Amd (Pg 3): White Glove (TV) @ $24.0,Code 1305771 | Calc: $24.0 * 1.02 (GRI) = $24.48
396,7325701088,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,129.2,116.22,tvs,"DM_CE_WHITEGLOVE_LARGE_PAID, QN65LS03FWFXZA",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,129.2,-0.0,12th Amd (Pg 3): TV Threshold 100-125 Miles @ $126.67,Size: 65-inch | Calc: 1 Unit: $126.67 * 1.02 (GRI) = $129.2
397,7325573657,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,31.54,refrigerators,"RF90F29AECRAA, RZ11M7074SA/AA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (FSA),FSA_12thAmd_Table,10.83,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($87.36 (Appliance Base)) = $10.83
398,7325573657,1305771,Installation Fee,installation,White Glove,30.65,31.54,refrigerators,"RF90F29AECRAA, RZ11M7074SA/AA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,30.64,0.0,Inferred Pattern: Base $15 + $12/Extra (Qty 2),Calc: $27 * 1.135 (GRI) = $30.64
399,7325573657,1305780,Unknown,Unknown,Unknown,20.42,31.54,refrigerators,"RF90F29AECRAA, RZ11M7074SA/AA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,SKIPPED,,0.0,0.0,,
400,7325573657,1002770,Truck Freight Charge,freight,Last Mile (Delivery),87.36,31.54,refrigerators,"RF90F29AECRAA, RZ11M7074SA/AA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (Appliance Delivery),Appliance_Del_2017,87.36,-0.0,XPO 2017 (Pg 22): Appliance Delivery 1 Unit(s) @ $77.0 Base,Calc: $77.0 * 1.13455 (Hist. GRI) = $87.36
401,7322967985,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,16.02,124.12,tvs,"QN85QN1EFAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (FSA),FSA_12thAmd_Table,16.02,-0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($129.2) = $16.02
402,7322967985,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,129.2,124.12,tvs,"QN85QN1EFAFXZA, DM_CE_STANDARD_LARGE",85-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,129.2,-0.0,12th Amd (Pg 3): TV Threshold 100-125 Miles @ $126.67,Size: 85-inch | Calc: 1 Unit: $126.67 * 1.02 (GRI) = $129.2
403,7325340826,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,155.47,"dishwashers, refrigerators, ranges","HA-INST-RNG0G, NSG6DB870012AA, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-DSH00, DM_HA_STANDARD",,,UNDERCHARGED (FSA),,13.22,-2.39,,Expected 12.4% of ($106.65 (Appliance Base)) = $13.22
404,7325340826,1305774,Installation Fee,installation,Complex Install (Costco - $35),39.71,155.47,"dishwashers, refrigerators, ranges","HA-INST-RNG0G, NSG6DB870012AA, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-DSH00, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
405,7325340826,1305775,Installation Fee,installation,Complex Install (Costco - $99),112.33,155.47,"dishwashers, refrigerators, ranges","HA-INST-RNG0G, NSG6DB870012AA, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-DSH00, DM_HA_STANDARD",,,SKIPPED,,0.0,0.0,,
406,7325340826,1305771,Installation Fee,installation,White Glove,44.27,155.47,"dishwashers, refrigerators, ranges","HA-INST-RNG0G, NSG6DB870012AA, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-DSH00, DM_HA_STANDARD",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,44.27,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 3),Calc: $39 * 1.135 (GRI) = $44.27
407,7325340826,1002770,Truck Freight Charge,freight,Last Mile (Delivery),106.65,155.47,"dishwashers, refrigerators, ranges","HA-INST-RNG0G, NSG6DB870012AA, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-DSH00, DM_HA_STANDARD",,,MATCH (Appliance Delivery),Appliance_Del_2017,106.65,0.0,XPO 2017 (Pg 22): Appliance Delivery 2 Unit(s) @ $94.0 Base,Calc: $94.0 * 1.13455 (Hist. GRI) = $106.65
408,7325340826,1002771,Truck Freight Charge,freight,Last Mile Surcharge,159.2,155.47,"dishwashers, refrigerators, ranges","HA-INST-RNG0G, NSG6DB870012AA, RF90F23AEWAA, DW90F89T0U12AA, HA-INST-DSH00, DM_HA_STANDARD",,,MATCH (Mileage Surcharge),Appliance_Mileage_Observed,160.94,-1.74,Observed Rate: Excess Miles (>75) @ $2.0/mi,Calc: (155.47 - 75) mi * $2.0 = $160.94
409,7323631774,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,10.83,6.86,"home-appliances-accessories, refrigerators","WE402NV/A3, RF70F29DERAA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,UNDERCHARGED (FSA),,13.22,-2.39,,Expected 12.4% of ($106.65 (Appliance Base)) = $13.22
410,7323631774,1305771,Installation Fee,installation,White Glove,17.03,6.86,"home-appliances-accessories, refrigerators","WE402NV/A3, RF70F29DERAA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (White Glove),Appliance_WhiteGlove_Observed,17.02,0.01,Inferred Pattern: Base $15 + $12/Extra (Qty 1),Calc: $15 * 1.135 (GRI) = $17.02
411,7323631774,1002770,Truck Freight Charge,freight,Last Mile (Delivery),106.65,6.86,"home-appliances-accessories, refrigerators","WE402NV/A3, RF70F29DERAA, DM_HA_STANDARD, HA-INST-BESPOKE00",,,MATCH (Appliance Delivery),Appliance_Del_2017,106.65,0.0,XPO 2017 (Pg 22): Appliance Delivery 2 Unit(s) @ $94.0 Base,Calc: $94.0 * 1.13455 (Hist. GRI) = $106.65
412,7325189468,1002781,Truck Freight Charge,freight,Last Mile Fuel Surcharge,12.4,34.0,tvs,"QN65QN1EFAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (FSA),FSA_12thAmd_Table,12.4,0.0,12th Amd (Pg 6): FSA Table (Diesel $3.48),Calc: 12.4% of ($100.0) = $12.4
413,7325189468,1002900,Truck Freight Charge,freight,Threshold Tv Delivery,100.0,34.0,tvs,"QN65QN1EFAFXZA, DM_CE_STANDARD_LARGE",65-inch,1,MATCH (TV Threshold),TV_Threshold_12thAmd,100.0,-0.0,12th Amd (Pg 3): TV Threshold 25-50 Miles @ $98.04,Size: 65-inch | Calc: 1 Unit: $98.04 * 1.02 (GRI) = $100.0
